ops: 20; NOT_COVERED: {}
   iter21566 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21567 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21568 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21569 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21570 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21571 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21572 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21573 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21574 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21575 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21576 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21577 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21578 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21579 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21580 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21581 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
   iter21582 integrity.verify_module: AssertionError('signed digest mismatch: stored=f6a06c8ef3ae878a... computed=2bc2b033867a6f37... — a .py file or a POST KAT vector under _post_kats/ changed post-build')
iterations=21583 samples=2158 fd_delta=0 rss_slope=329691 B/min (threshold < 10240)
RSS SLOPE OVER THRESHOLD
REFLEAK SOAK: FAIL
