id	line	col	operator	original	replacement	pytest_rc	self_run_rc	status	seconds	last_output
120	556	30	int-const	1	2	1	0	killed	1.6	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_every_native_reaching_module_is_classified | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 13 passed in 0.75s
121	556	39	compare	==	!=	1	0	killed	1.7	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_every_native_reaching_module_is_classified | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 13 passed in 0.82s
122	556	42	str-const	"_native_lib"	""	1	0	killed	2.0	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_discovery_finds_the_known_native_modules | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 14 passed in 1.10s
123	558	16	return-none	return True	return None	1	0	killed	1.9	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_discovery_finds_the_known_native_modules | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 14 passed in 1.09s
124	558	23	bool-const	True	False	1	0	killed	1.9	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_discovery_finds_the_known_native_modules | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 14 passed in 1.06s
125	559	4	return-none	return False	return None	0	0	survived	2.7	.....................                                                    [100%] | 21 passed in 1.37s
126	559	11	bool-const	False	True	1	0	killed	1.8	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_every_native_reaching_module_is_classified | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 13 passed in 0.93s
127	571	17	str-const	"ama_cryptography"	""	1	0	killed	3.0	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_every_native_reaching_module_is_classified | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 13 passed in 2.22s
128	573	33	str-const	"*.py"	""	1	0	killed	1.5	FAILED tests/test_error_state_gating_tool.py::TestModuleDiscovery::test_every_native_reaching_module_is_classified | !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!! | 1 failed, 13 passed in 0.61s
129	574	11	str-const	"__pycache__"	""	0	0	survived	2.7	.....................                                                    [100%] | 21 passed in 1.37s
